round	position	tag	ms	tflops	timestamp_ns
1	1	selected	0.452957153	2427.4075825798914	1789022939015523515
1	2	selected_aa	0.457419008	2403.7296407586105	1789022939716158405
1	3	final	0.452441037	2430.1766149828713	1789022940407123150
2	1	selected_aa	0.453221977	2425.9892140579054	1789022941093352073
2	2	final	0.454293132	2420.2690957168156	1789022941805416169
2	3	selected	0.459282011	2393.9793012620303	1789022942504070164
3	1	final	0.453739196	2423.223819914381	1789022943224205874
3	2	selected	0.452085406	2432.0883027487066	1789022943941638885
3	3	selected_aa	0.45841831	2398.4897718766947	1789022944678845366
4	1	final	0.456792414	2407.0268990412787	1789022945378863139
4	2	selected_aa	0.453019381	2427.0741471345573	1789022946078700511
4	3	selected	0.458796054	2396.5150052838076	1789022946766712862
5	1	selected	0.453317463	2425.4782079198217	1789022947467686401
5	2	final	0.452408791	2430.3498288476007	1789022948176964583
5	3	selected_aa	0.452782273	2428.345130411057	1789022948868064602
6	1	selected_aa	0.4524948	2429.8878744595518	1789022949555821810
6	2	selected	0.452743828	2428.5513347207907	1789022950252231483
6	3	final	0.457170993	2405.033662702218	1789022950941019169
7	1	selected	0.452935398	2427.524173714504	1789022951664918783
7	2	selected_aa	0.452865869	2427.8968741978656	1789022952361853084
7	3	final	0.45297429	2427.3157484854164	1789022953049858195
8	1	selected_aa	0.453245133	2425.8652718417607	1789022953740658083
8	2	final	0.454759061	2417.789379189522	1789022954428287168
8	3	selected	0.45296523	2427.364298526843	1789022955125318375
9	1	final	0.453747302	2423.180530065168	1789022955821093136
9	2	selected	0.452919006	2427.6120304300057	1789022956513199255
9	3	selected_aa	0.453449816	2424.7702589783385	1789022957222542646
10	1	final	0.453387618	2425.1029011912715	1789022957913426400
10	2	selected_aa	0.453892022	2422.407917484833	1789022958622055427
10	3	selected	0.453889459	2422.421596215126	1789022959313802708
11	1	selected	0.453327447	2425.424789635559	1789022959995323288
11	2	final	0.453288645	2425.6324086300465	1789022960683787548
11	3	selected_aa	0.453712642	2423.36564158598	1789022961378084679
12	1	selected_aa	0.453647047	2423.7160476347153	1789022962083823825
12	2	selected	0.45424363	2420.5328488062673	1789022962807432242
12	3	final	0.459441483	2393.1483517695333	1789022963520211853
13	1	selected	0.45842135	2398.473866402601	1789022964218225115
13	2	selected_aa	0.45409736	2421.312530370139	1789022964898229679
13	3	final	0.458674014	2397.15264919281	1789022965602189303
14	1	selected_aa	0.461679101	2381.5494905323862	1789022966293029391
14	2	final	0.454010278	2421.776953199284	1789022967017046461
14	3	selected	0.459908247	2390.7195292716724	1789022967710958353
15	1	final	0.455115765	2415.8943994743845	1789022968400055994
15	2	selected	0.459535748	2392.6574429983193	1789022969098138591
15	3	selected_aa	0.459945321	2390.5268247657636	1789022969779217368
16	1	final	0.456824213	2406.8593487096973	1789022970460952440
16	2	selected_aa	0.457911044	2401.1467777047105	1789022971150242390
16	3	selected	0.460328281	2388.5380784935955	1789022971835942328
17	1	selected	0.460132152	2389.5561807556537	1789022972522757802
17	2	final	0.459831893	2391.1165026041376	1789022973214388748
17	3	selected_aa	0.460683405	2386.6968417844355	1789022973902966969
18	1	selected_aa	0.454971135	2416.6623840345387	1789022974600249434
18	2	selected	0.461118042	2384.447207936401	1789022975328151569
18	3	final	0.460331559	2388.5210698230662	1789022976003846379
19	1	selected	0.460692674	2386.648822151663	1789022976696586521
19	2	selected_aa	0.453536153	2424.308669778746	1789022977376363142
19	3	final	0.453300744	2425.5676663438257	1789022978040226412
20	1	selected_aa	0.453421772	2424.920230288368	1789022978712406333
20	2	final	0.453204691	2426.0817454248286	1789022979432925589
20	3	selected	0.459123701	2394.8047669532093	1789022980147919536
21	1	final	0.458952367	2395.6987845233184	1789022980859664253
21	2	selected	0.459825516	2391.1496633344723	1789022981563232018
21	3	selected_aa	0.462600321	2376.8068846108736	1789022982294505387
