"Kind","Agent_Id","Queue_Id","Stream_Id","Thread_Id","Dispatch_Id","Kernel_Id","Kernel_Name","Correlation_Id","Start_Timestamp","End_Timestamp","LDS_Block_Size","Scratch_Size","VGPR_Count","Accum_VGPR_Count","SGPR_Count","Workgroup_Size_X","Workgroup_Size_Y","Workgroup_Size_Z","Grid_Size_X","Grid_Size_Y","Grid_Size_Z"
"KERNEL_DISPATCH","Agent 9",1,0,3341143,1,11,"void four_wave_c_agpr_single_mfma_coexec_early_c_steady_b1_head_after4_tail8_v1_kernel<four_wave_c_agpr_single_mfma_coexec_early_c_steady_b1_head_after4_tail8_v1_traits>(opus_gemm_scale_kargs)",21,1187298269872762,1187298270359687,163840,0,216,0,112,256,1,1,262144,1,1
