round	position	tag	ms	tflops	timestamp_ns
1	1	base_a	0.4232	2598.08	1789008423514125162
1	2	base_b	0.4243	2591.6	1789008424109408063
1	3	postrelease	0.4223	2603.76	1789008424746429056
2	1	base_b	0.432	2545.39	1789008425462326210
2	2	postrelease	0.4224	2603.17	1789008426104284999
2	3	base_a	0.4242	2592.17	1789008426740142944
